114,169,910948020
114,169,910948020
114,123,911477940
114,123,911477940
114,123,911481840
114,123,911481840
114,123,911481840
114,123,911481840
114,169,911892180
114,169,911892180
114,169,911892180
114,169,911892180
114,155,911892180
114,155,911892180
114,155,911892180
114,110,911892180
114,110,911892180
114,38,911892180
114,38,911892180
114,38,911892180
114,38,911892180
114,155,911892180
114,112,912414120
114,112,912414120
114,112,912414120
114,112,912414120
114,65,912414120
114,65,912414120
114,65,912414120
114,65,912414120
114,145,912588420
114,145,912588420
114,169,912594240
114,169,912594240
114,169,912703080
114,169,912703080
114,110,912752100
114,110,912752100
114,169,913184040
114,169,913184040
114,169,913184220
114,169,913184220
114,11,913788180
114,11,913788180
114,110,913788180
114,110,913788180
114,155,913788180
114,155,913788180
114,169,913788180
114,169,913788180
114,169,913815300
114,169,913815300
114,169,913815300
114,169,913815300
114,169,913968120
114,169,913968120
123,114,914236140
123,114,914236140
123,114,914236140
123,114,914236140
114,65,914316240
114,160,914316240
114,160,914316240
114,112,914316240
114,112,914316240
114,112,914316240
114,112,914316240
114,65,914316240
114,65,914316240
114,160,914316240
114,22,914316240
114,22,914316240
114,22,914316240
114,22,914316240
114,65,914316240
114,160,914316240
112,65,915015420
112,145,915015420
112,145,915015420
112,65,915015420
112,114,915015420
112,114,915015420
114,65,915434460
114,65,915434460
114,169,915441060
114,169,915441060
114,112,915716520
114,112,915716520
114,112,915716520
114,112,915716520
114,169,915716760
114,169,915716760
114,110,915717540
114,110,915717540
114,110,915717540
114,110,915717540
114,169,915801300
114,169,915801300
114,169,915801300
114,169,915801300
114,169,915803640
114,169,915803640
114,169,915803640
114,145,915803640
114,145,915803640
114,169,915803640
114,169,916122300
114,169,916122300
114,169,916122300
114,169,916122300
114,169,916216740
114,169,916216740
114,169,916216740
114,169,916216740
114,145,916216740
114,145,916216740
114,145,916216740
114,145,916216740
114,169,916227660
114,169,916227660
114,160,916227660
114,160,916227660
114,155,916227660
114,155,916227660
114,145,916227660
114,145,916227660
114,123,916227660
114,123,916227660
114,112,916227660
114,112,916227660
114,110,916227660
114,65,916227660
114,65,916227660
114,50,916227660
114,50,916227660
114,38,916227660
114,38,916227660
114,29,916227660
114,29,916227660
114,22,916227660
114,22,916227660
114,110,916227660
114,155,916381200
114,155,916381200
114,169,916402920
114,169,916402920
114,169,916402920
114,169,916402920
114,155,916637280
114,155,916637280
114,38,916671360
114,38,916671360
114,169,916673100
114,155,916673100
114,169,916673100
114,110,916673100
114,155,916673100
114,110,916673100
114,155,916814220
114,155,916814220
114,155,916814280
114,155,916814280
114,155,917100060
114,155,917100060
114,155,917442060
114,155,917442060
114,155,917442120
114,155,917442120
114,155,917442120
114,155,917442120
114,155,917442180
114,155,917442180
114,155,917442180
114,155,917442180
114,155,917442180
114,155,917442180
114,155,917443200
114,155,917443200
114,155,917443200
114,155,917443200
114,169,917530620
114,169,917530620
114,155,917851860
114,155,917851860
114,155,917854500
114,155,917854500
114,155,917854560
114,155,917854560
114,169,918633660
114,169,918633660
114,169,918633660
114,169,918633660
114,169,919667040
114,169,919667040
114,169,920533140
114,169,920533140
114,22,920638560
114,22,920638560
114,169,921047580
114,169,921047580
114,169,921064440
114,169,921064440
114,169,921064440
114,169,921064440
114,169,921830280
114,169,921830280
114,38,921843480
114,38,921843480
114,169,922173300
114,169,922173300
114,155,922352040
114,155,922352040
114,38,922352040
114,38,922352040
114,65,922382100
114,65,922382100
114,65,922382100
114,65,922382100
114,155,922949040
114,155,922949040
114,65,923924400
114,65,923924400
65,38,925729200
65,38,925729200
114,110,925739760
114,110,925739760
38,65,925797840
38,65,925797840
38,112,925797840
38,112,925797840
114,169,925894080
114,169,925894080
155,114,926316360
155,114,926316360
65,22,926332560
65,160,926332560
155,145,926342520
155,145,926342520
155,114,926342520
155,114,926342520
155,114,926342520
155,114,926342520
169,110,926404020
169,110,926404020
114,155,926427780
114,155,926427780
22,65,926430240
22,65,926430240
155,110,926433360
155,110,926433360
155,110,926433360
155,110,926433360
112,65,926442600
112,65,926442600
112,114,926442600
112,114,926442600
114,112,926499060
114,112,926499060
169,114,926511900
169,114,926511900
155,169,926513040
155,169,926513040
155,114,926513040
155,114,926513040
169,114,926523360
169,114,926523360
160,22,926576280
114,169,926591160
114,169,926591160
160,22,926597100
160,22,926597100
169,114,926609460
169,114,926609460
169,114,926609460
169,114,926609460
169,114,926610000
169,114,926610000
169,114,926610000
169,114,926610000
169,114,926918400
169,114,926918400
155,114,926931360
155,114,926931360
155,110,926949480
155,110,926949480
155,110,927011760
155,110,927011760
114,155,927106920
114,155,927106920
114,38,927130140
114,38,927130140
114,38,927130140
114,38,927130140
114,155,927130140
114,155,927130140
114,155,927130140
114,155,927130140
169,114,927181500
169,114,927181500
169,114,927181500
169,114,927181500
155,114,927203220
155,114,927203220
38,114,927208320
38,114,927208320
169,165,927285180
169,165,927285180
169,114,927285180
169,165,927285180
169,114,927285180
169,114,927285180
169,114,927285180
169,165,927285180
114,169,927287820
114,169,927287820
114,165,927287820
114,165,927287820
114,165,927287820
114,165,927287820
114,107,927532380
114,107,927532380
107,114,927537180
107,114,927537180
38,65,927543600
38,65,927543600
169,110,927550800
169,110,927550800
169,114,927558960
169,114,927558960
155,169,927612720
155,169,927612720
107,114,927615180
107,114,927615180
107,114,927615180
107,114,927615180
38,11,927615600
38,11,927615600
155,110,927630480
155,110,927630480
155,110,927630480
155,110,927630480
169,114,927641160
169,114,927641160
169,155,927706680
169,165,927706680
169,165,927706680
169,155,927706680
169,110,927706680
169,114,927706680
169,110,927706680
169,114,927706680
169,110,927713820
169,110,927713820
169,46,927780420
169,46,927780420
38,11,927784320
38,11,927784320
65,160,927800940
65,22,927800940
169,114,927803760
169,114,927803760
169,114,927804240
169,114,927804240
169,114,927804240
169,114,927804240
169,165,927873660
169,165,927873660
169,110,927892980
169,165,927892980
169,165,927892980
169,155,927892980
169,110,927892980
169,114,927892980
169,114,927892980
169,155,927892980
155,110,927901500
155,110,927901500
155,110,928226280
155,110,928226280
114,38,928229040
114,38,928229040
169,165,928231680
169,165,928231680
169,155,928231680
169,155,928231680
169,110,928231680
169,114,928231680
169,110,928231680
169,114,928231680
169,165,928302000
169,165,928302000
169,155,928302000
169,114,928302000
169,155,928302000
169,110,928302000
169,110,928302000
169,6,928302000
169,6,928302000
169,114,928302000
114,169,928305240
114,165,928305240
114,165,928305240
114,169,928305240
114,155,928305240
114,110,928305240
114,110,928305240
114,155,928305240
114,110,928305480
114,110,928305480
114,155,928305480
114,155,928305480
114,165,928305480
114,165,928305480
114,169,928305480
114,169,928305480
38,11,928317720
38,11,928317720
38,11,928317720
38,11,928317720
169,114,928671360
169,114,928671360
169,114,928846980
169,114,928846980
169,114,928846980
169,114,928846980
107,114,928921980
107,114,928921980
107,114,928928700
107,114,928928700
107,114,928928700
107,114,928928700
107,114,929111580
107,114,929111580
114,155,929287380
114,155,929287380
155,114,929340720
155,114,929340720
38,11,929342400
38,11,929342400
114,107,929345460
114,107,929345460
50,167,929366400
50,167,929366400
38,11,929426160
38,11,929426160
50,167,929461200
50,167,929461200
169,114,929515020
169,114,929515020
145,128,929519880
145,128,929519880
114,107,929522220
114,107,929522220
114,107,929524860
114,107,929524860
38,96,929529540
38,96,929529540
114,112,929530560
114,112,929530560
114,112,929530560
114,112,929530560
169,114,929545020
169,114,929545020
160,22,929600880
50,167,929608860
50,167,929608860
50,167,929710440
50,167,929710440
160,22,930057060
155,114,930204240
155,114,930204240
114,107,930206700
114,107,930206700
114,107,930218400
114,107,930218400
114,107,930218400
114,107,930218400
114,107,930223080
114,107,930223080
114,107,930223080
114,107,930223080
114,107,930233760
114,107,930233760
112,107,930292020
112,107,930292020
114,165,930323340
114,165,930323340
50,167,930551220
50,167,930551220
114,110,930572640
114,110,930572640
114,155,930572640
114,155,930572640
114,169,930572640
114,169,930572640
50,167,930639000
50,167,930639000
50,167,930640260
50,167,930640260
50,167,930645600
50,167,930645600
114,107,930654000
114,107,930654000
114,107,930654000
114,107,930654000
155,110,930808200
155,110,930808200
114,110,930842760
114,110,930842760
107,114,931188180
107,114,931188180
160,22,931241040
155,110,931250820
155,110,931250820
155,169,931252140
155,110,931252140
155,110,931252140
155,114,931252140
155,114,931252140
155,165,931252140
155,165,931252140
155,169,931252140
169,165,931263240
169,165,931263240
169,155,931263240
169,155,931263240
169,110,931263240
169,114,931263240
169,110,931263240
169,114,931263240
107,114,931337280
107,114,931337280
145,51,931350180
145,51,931350180
145,112,931356480
169,165,931360560
169,155,931360560
169,165,931360560
169,155,931360560
169,110,931360560
169,114,931360560
169,114,931360560
169,110,931360560
107,51,931433520
107,51,931433520
107,114,931433520
107,114,931433520
155,169,931434840
155,169,931434840
155,165,931434840
155,165,931434840
155,114,931434840
155,110,931434840
155,110,931434840
155,114,931434840
145,112,931515300
145,112,931515300
160,22,931520580
155,114,931761300
155,114,931761300
155,114,931761300
155,114,931761300
114,110,931782240
114,110,931782240
155,114,931784220
155,114,931784220
114,155,931862400
114,155,931862400
38,145,931864200
38,145,931864200
155,114,931935300
155,114,931935300
155,114,931935300
155,114,931935300
155,114,931945260
155,114,931945260
114,107,931955820
114,107,931955820
155,114,931963440
155,114,931963440
169,114,932018460
169,114,932018460
169,114,932018460
169,114,932018460
114,107,932021640
114,107,932021640
38,11,932027220
38,11,932027220
38,11,932039280
38,11,932039280
155,114,932047560
155,114,932047560
165,155,932107500
165,155,932107500
169,110,932124120
169,110,932124120
169,114,932124120
169,114,932124120
169,155,932124120
169,155,932124120
169,165,932124120
169,165,932124120
29,65,932125860
29,22,932125860
29,49,932125860
107,114,932361660
107,114,932361660
107,114,932361660
107,114,932361660
38,11,932385000
38,11,932385000
38,112,932448540
38,112,932448540
38,96,932455260
38,96,932455260
107,114,932456640
107,114,932456640
107,114,932456640
107,114,932456640
169,114,932465760
169,114,932465760
169,114,932465760
169,114,932465760
107,114,932470320
107,114,932470320
38,96,932479560
38,96,932479560
114,107,932553300
114,107,932553300
114,107,932553300
114,107,932553300
107,114,932628420
107,114,932628420
114,165,932631840
114,165,932631840
114,169,932631840
114,165,932631840
114,165,932631840
114,169,932631840
114,165,932631840
114,169,932631840
114,169,932631840
114,169,932631840
114,169,932631840
114,169,932631840
114,169,932631840
114,165,932631840
114,110,932631840
114,165,932631840
114,110,932631840
114,110,932631840
114,110,932631840
114,110,932631840
114,110,932631840
114,110,932631840
114,165,932631840
114,110,932631840
114,155,932631840
114,155,932631840
114,155,932631840
114,155,932631840
114,65,932632080
114,65,932632080
107,114,932709960
107,114,932709960
155,114,932712240
155,114,932712240
155,110,932720160
155,110,932720160
155,110,932720160
155,110,932720160
155,110,932721780
155,110,932721780
155,110,932721900
155,110,932721900
155,114,932728380
155,114,932728380
107,51,932729880
107,51,932729880
107,51,932729880
107,51,932729880
107,114,932729880
107,114,932729880
114,155,932734500
114,155,932734500
38,11,932985600
38,11,932985600
169,114,932992560
169,114,932992560
114,155,932999820
114,155,932999820
155,114,933004620
155,114,933004620
155,165,933054420
155,165,933054420
165,155,933065760
165,155,933065760
165,155,933065760
165,155,933065760
107,114,933106620
107,114,933106620
107,114,933106620
107,114,933106620
155,110,933141120
155,110,933141120
155,110,933143280
155,110,933143280
169,38,933143280
169,38,933143280
155,110,933149460
155,110,933149460
155,165,933160620
155,165,933160620
29,22,933170400
29,49,933170400
29,65,933170400
29,160,933170400
107,114,933199740
107,114,933199740
107,114,933199740
107,114,933199740
114,160,933241740
114,65,933241740
114,160,933241740
114,38,933241740
114,65,933241740
114,38,933241740
160,65,933255840
160,65,933255840
160,65,933255840
160,65,933255840
160,114,933255840
160,114,933255840
114,65,933259260
114,65,933259260
169,110,933313200
169,110,933313200
114,107,933318720
114,107,933318720
114,38,933319200
114,38,933319200
114,65,933319200
114,65,933319200
114,160,933319200
114,160,933319200
114,169,933336900
114,169,933336900
17,22,933343140
17,22,933343140
114,107,933346440
114,107,933346440
114,107,933569520
114,107,933569520
114,169,933576060
114,169,933576060
155,110,933580740
155,110,933580740
114,169,933581580
114,169,933581580
114,160,933592800
114,160,933592800
114,65,933592800
114,65,933592800
114,38,933592800
114,38,933592800
155,110,933605460
155,110,933605460
155,110,933669060
155,110,933669060
155,110,933676380
155,110,933676380
157,155,933690360
157,155,933690360
114,155,933693720
114,155,933693720
17,22,933768060
17,22,933768060
17,26,933768060
155,114,933768300
155,114,933768300
155,114,933768300
155,114,933768300
38,96,933847260
38,96,933847260
38,65,933847260
38,65,933847260
38,65,933847260
38,65,933847260
50,167,933863640
50,167,933863640
114,155,933869640
114,155,933869640
114,169,933918900
114,169,933918900
155,114,933918960
155,114,933918960
155,110,933919860
155,110,933919860
114,169,933927960
114,169,933927960
114,169,933927960
114,169,933927960
29,22,934209480
29,65,934209480
29,160,934209480
114,169,934252620
114,169,934252620
107,114,934266900
107,114,934266900
155,110,934272360
155,110,934272360
65,22,934281600
155,114,934288980
155,114,934288980
155,110,934353780
155,110,934353780
155,165,934353780
155,165,934353780
155,165,934360500
155,165,934360500
169,165,934361460
169,165,934361460
169,155,934361460
169,155,934361460
169,114,934361460
169,110,934361460
169,110,934361460
169,114,934361460
155,165,934369740
155,165,934369740
155,114,934436520
155,114,934436520
155,169,934439880
155,169,934439880
155,165,934439880
155,165,934439880
155,114,934439880
155,110,934439880
155,110,934439880
155,114,934439880
155,165,934466460
155,165,934466460
169,155,934467600
169,155,934467600
107,114,934521600
107,114,934521600
107,114,934521600
107,114,934521600
169,155,934528260
169,165,934528260
169,165,934528260
169,155,934528260
169,110,934528260
169,114,934528260
169,110,934528260
169,114,934528260
