zebrerugby,cardiff_blues,1409582246
zebrerugby,cardiff_blues,1409659939
benettonrugby,ospreys,1409662204
zebrerugby,cardiff_blues,1409667332
benettonrugby,ospreys,1409823690
benettonrugby,ospreys,1409825249
benettonrugby,ospreys,1409827717
zebrerugby,cardiff_blues,1409856193
zebrerugby,benettonrugby,1409856283
zebrerugby,benettonrugby,1409856318
zebrerugby,cardiff_blues,1409857622
benettonrugby,ospreys,1409906129
zebrerugby,cardiff_blues,1409919627
benettonrugby,ospreys,1409921751
zebrerugby,cardiff_blues,1409937645
zebrerugby,cardiff_blues,1409997664
zebrerugby,cardiff_blues,1410091140
zebrerugby,cardiff_blues,1410091155
zebrerugby,cardiff_blues,1410091971
zebrerugby,cardiff_blues,1410094873
zebrerugby,cardiff_blues,1410102698
zebrerugby,cardiff_blues,1410105500
zebrerugby,cardiff_blues,1410106324
zebrerugby,cardiff_blues,1410107286
zebrerugby,cardiff_blues,1410107350
zebrerugby,cardiff_blues,1410108206
zebrerugby,cardiff_blues,1410108355
zebrerugby,cardiff_blues,1410108919
zebrerugby,cardiff_blues,1410109238
zebrerugby,cardiff_blues,1410111334
zebrerugby,cardiff_blues,1410111562
zebrerugby,cardiff_blues,1410112640
zebrerugby,cardiff_blues,1410116113
benettonrugby,ospreys,1410118817
zebrerugby,cardiff_blues,1410120242
zebrerugby,cardiff_blues,1410120691
zebrerugby,cardiff_blues,1410121153
zebrerugby,cardiff_blues,1410180997
zebrerugby,ulsterrugby,1410279833
zebrerugby,ulsterrugby,1410280201
zebrerugby,ulsterrugby,1410280284
benettonrugby,munsterrugby,1410288279
zebrerugby,ulsterrugby,1410369234
zebrerugby,ulsterrugby,1410429619
benettonrugby,munsterrugby,1410433220
zebrerugby,ulsterrugby,1410437733
zebrerugby,ulsterrugby,1410439186
zebrerugby,ulsterrugby,1410519138
zebrerugby,ulsterrugby,1410526329
zebrerugby,ulsterrugby,1410537984
zebrerugby,ulsterrugby,1410548455
zebrerugby,ulsterrugby,1410551660
zebrerugby,ulsterrugby,1410552009
zebrerugby,ulsterrugby,1410552520
zebrerugby,ulsterrugby,1410553495
zebrerugby,ulsterrugby,1410556032
zebrerugby,ulsterrugby,1410556293
zebrerugby,ulsterrugby,1410557203
zebrerugby,ulsterrugby,1410557677
zebrerugby,ulsterrugby,1410557752
zebrerugby,ulsterrugby,1410558873
zebrerugby,benettonrugby,1410592054
zebrerugby,ulsterrugby,1410776964
zebrerugby,ulsterrugby,1410777227
benettonrugby,glasgowwarriors,1410786247
benettonrugby,scarlets_rugby,1410874524
zebrerugby,munsterrugby,1410876537
zebrerugby,munsterrugby,1410966479
zebrerugby,munsterrugby,1411032801
zebrerugby,munsterrugby,1411038795
zebrerugby,munsterrugby,1411042894
zebrerugby,ulsterrugby,1411056890
zebrerugby,munsterrugby,1411057706
zebrerugby,munsterrugby,1411150113
zebrerugby,munsterrugby,1411153670
zebrerugby,munsterrugby,1411153831
zebrerugby,munsterrugby,1411154627
zebrerugby,munsterrugby,1411155231
zebrerugby,munsterrugby,1411155852
zebrerugby,munsterrugby,1411156105
zebrerugby,munsterrugby,1411156290
zebrerugby,munsterrugby,1411157410
zebrerugby,munsterrugby,1411157417
zebrerugby,munsterrugby,1411157714
zebrerugby,munsterrugby,1411160533
zebrerugby,munsterrugby,1411161424
zebrerugby,munsterrugby,1411161801
zebrerugby,ulsterrugby,1411161984
zebrerugby,ulsterrugby,1411164899
zebrerugby,ulsterrugby,1411209003
benettonrugby,scarlets_rugby,1411234248
benettonrugby,scarlets_rugby,1411234621
benettonrugby,scarlets_rugby,1411236961
benettonrugby,scarlets_rugby,1411239998
benettonrugby,scarlets_rugby,1411240868
benettonrugby,scarlets_rugby,1411242156
zebrerugby,munsterrugby,1411374506
zebrerugby,munsterrugby,1411396900
benettonrugby,glasgowwarriors,1411401529
benettonrugby,glasgowwarriors,1411471628
zebrerugby,ulsterrugby,1411480624
benettonrugby,dragonsrugby,1411481053
zebrerugby,ulsterrugby,1411548450
zebrerugby,ulsterrugby,1411578663
zebrerugby,ulsterrugby,1411665684
zebrerugby,ulsterrugby,1411667858
zebrerugby,ulsterrugby,1411733101
zebrerugby,ulsterrugby,1411734331
benettonrugby,ulsterrugby,1411739871
benettonrugby,dragonsrugby,1411739871
benettonrugby,zebrerugby,1411739871
zebrerugby,ulsterrugby,1411812633
zebrerugby,ulsterrugby,1411819147
zebrerugby,ulsterrugby,1411821156
zebrerugby,ulsterrugby,1411831537
zebrerugby,ulsterrugby,1411831550
zebrerugby,ulsterrugby,1411831569
zebrerugby,ulsterrugby,1411831664
zebrerugby,ulsterrugby,1411832618
zebrerugby,ulsterrugby,1411833778
zebrerugby,ulsterrugby,1411834794
zebrerugby,ulsterrugby,1411835225
zebrerugby,ulsterrugby,1411835559
zebrerugby,ulsterrugby,1411836518
zebrerugby,ulsterrugby,1411837003
zebrerugby,ulsterrugby,1411838077
zebrerugby,ulsterrugby,1411840169
zebrerugby,ulsterrugby,1411840202
zebrerugby,ulsterrugby,1411840221
zebrerugby,ulsterrugby,1411843655
zebrerugby,ulsterrugby,1411904895
benettonrugby,dragonsrugby,1411918208
benettonrugby,dragonsrugby,1411921662
benettonrugby,dragonsrugby,1411923237
benettonrugby,glasgowwarriors,1411926888
zebrerugby,ulsterrugby,1411981705
zebrerugby,ulsterrugby,1411981920
zebrerugby,ulsterrugby,1411982198
benettonrugby,connachtrugby,1412067764
benettonrugby,connachtrugby,1412070839
zebrerugby,ospreys,1412082278
zebrerugby,ulsterrugby,1412084397
benettonrugby,ospreys,1412086799
benettonrugby,zebrerugby,1412086799
benettonrugby,glasgowwarriors,1412088105
zebrerugby,ospreys,1412094725
zebrerugby,ospreys,1412182726
zebrerugby,ospreys,1412245902
zebrerugby,ospreys,1412251482
zebrerugby,ospreys,1412252154
zebrerugby,ospreys,1412255698
benettonrugby,zebrerugby,1412319460
benettonrugby,glasgowwarriors,1412337232
zebrerugby,ospreys,1412338619
zebrerugby,ospreys,1412338717
zebrerugby,ospreys,1412339063
zebrerugby,ospreys,1412339068
zebrerugby,ospreys,1412345790
zebrerugby,ospreys,1412350742
zebrerugby,ospreys,1412364894
zebrerugby,ospreys,1412364980
zebrerugby,ospreys,1412365738
zebrerugby,ospreys,1412366266
zebrerugby,ospreys,1412366571
zebrerugby,ospreys,1412366752
zebrerugby,ospreys,1412367092
zebrerugby,ospreys,1412367656
zebrerugby,ospreys,1412368125
zebrerugby,ospreys,1412368169
zebrerugby,ospreys,1412368219
zebrerugby,ospreys,1412368359
zebrerugby,ospreys,1412368612
zebrerugby,ospreys,1412368783
zebrerugby,ospreys,1412369738
zebrerugby,ospreys,1412370387
zebrerugby,ospreys,1412370686
zebrerugby,ospreys,1412371297
zebrerugby,ospreys,1412374848
zebrerugby,ospreys,1412377586
zebrerugby,ospreys,1412412725
benettonrugby,glasgowwarriors,1412505484
benettonrugby,glasgowwarriors,1412510954
benettonrugby,glasgowwarriors,1412517239
zebrerugby,benettonrugby,1412587965
zebrerugby,ospreys,1412589136
zebrerugby,ospreys,1412589846
benettonrugby,zebrerugby,1412600539
zebrerugby,benettonrugby,1412607410
zebrerugby,ospreys,1412609442
zebrerugby,leinsterrugby,1412615356
benettonrugby,connachtrugby,1412676197
benettonrugby,connachtrugby,1412686584
zebrerugby,leinsterrugby,1412690845
zebrerugby,leinsterrugby,1412846049
benettonrugby,connachtrugby,1412854481
zebrerugby,leinsterrugby,1412855378
benettonrugby,connachtrugby,1412855813
zebrerugby,leinsterrugby,1412857836
benettonrugby,connachtrugby,1412875972
zebrerugby,leinsterrugby,1412933788
zebrerugby,leinsterrugby,1412942726
zebrerugby,leinsterrugby,1412943387
benettonrugby,connachtrugby,1412950716
benettonrugby,connachtrugby,1412950766
zebrerugby,leinsterrugby,1412952940
